"序号","代码","名称","最新价","涨跌幅","成交额","今开","市盈率(静)","总市值","流通市值","5日涨跌幅","10日涨跌幅","20日涨跌幅","60日涨跌幅","120日涨跌幅","250日涨跌幅","年初至今涨跌幅","所属行业"
"294","YALA","雅乐科技","4.470","-1.11%","599827","4.480","9.717","643367681.1","137748212.85","-0.45%","-3.04%","2.29%","-33.88%","-31.12%","-80.99%","-33.38%","软件 - 应用"
"295","LEU","Centrus Energy","30.710","-1.13%","5590271","31.280","3.149","442013114.43","344819803.18","-6.34%","-10.73%","-22.64%","-37.31%","-38.49%","28.66%","-38.47%","铀"
"296","MNSO","名创优品","7.860","-1.13%","3192567","7.980","亏损","2408237881.68","436731208.62","-3.79%","-2.00%","7.23%","-22.64%","-50.53%","-70.77%","-23.98%","专业零售"
"297","ACB","极光大麻","3.490","-1.13%","15731865","3.550","亏损","749557770","749057317.96","-11.65%","-21.75%","10.09%","-39.41%","-49.57%","-56.27%","-35.49%","药品制造商-专业和非专利"
"298","INTC","英特尔","47.020","-1.14%","1045394614","47.280","9.674","191465440000","189866760000","-2.27%","-9.28%","2.60%","-15.00%","-12.41%","-24.73%","-8.00%","半导体"
"299","NEE","新纪元能源","86.090","-1.14%","495168532","87.160","47.563","169118620746.29","168245566818.36","0.44%","2.56%","8.56%","1.74%","7.36%","10.97%","-7.28%","公用事业-受管制的电力"
"300","MCD","麦当劳","251.460","-1.14%","644380896","253.040","25.045","187902335073.42","187210090839.42","0.89%","4.09%","10.84%","-3.09%","4.96%","11.62%","-5.67%","饭馆"
"301","AAPL","苹果","170.090","-1.19%","13057307846","171.780","30.319","2775773719690","2772891756061.8701","-2.42%","-2.65%","9.93%","-2.97%","16.38%","29.60%","-4.09%","消费类电子"
"302","EXPE","Expedia","179.790","-1.20%","459559098","180.850","亏损","28003075845.03","24039550638.87","-9.29%","-6.44%","0.27%","-0.81%","5.81%","4.70%","-0.51%","旅行服务"
"303","TSM","台积电","99.290","-1.22%","1175660118","100.620","24.099","514925495075.39","480160129326.18","-3.41%","-6.97%","-1.62%","-24.55%","-13.14%","-16.43%","-17.07%","半导体"
"304","SMPL","The Simply Good Foods","41.770","-1.23%","38732605","42.930","99.452","4192457531.51","3522979541.8","6.99%","13.88%","13.72%","8.44%","18.56%","28.21%","0.48%","包装食品"
"305","TLRY","Tilray Brands","6.400","-1.23%","156884042","6.370","亏损","3185334169.6","2862396492.8","-14.44%","-25.23%","23.31%","-10.49%","-36.44%","-63.22%","-8.96%","药品制造商-专业和非专利"
"306","NNDM","Nano Dimension","3.180","-1.24%","5186814","3.210","亏损","818573632.56","784891485.96","-8.09%","-15.20%","-1.55%","-15.43%","-42.29%","-58.16%","-16.32%","计算机硬件"
"307","NOK","诺基亚","5.370","-1.29%","91336866","5.410","16.833","30477226423.83","25464920636.34","-3.24%","0.00%","11.64%","-11.82%","-9.14%","30.02%","-13.67%","通信设备"
"308","COST","好市多","600.040","-1.32%","1944567887","606.380","53.242","265985131160","265232687600.44","4.25%","7.98%","13.77%","14.29%","30.30%","66.41%","5.86%","折扣店"
"309","TCOM","携程网","22.070","-1.34%","93067852","22.290","亏损","14068663012.84","10971291590.36","-10.10%","-1.65%","13.94%","-11.22%","-30.64%","-38.13%","-10.36%","旅行服务"
"310","MOH","Molina Healthcare","337.600","-1.37%","124162456","342.280","30.008","19715840000","18962403225.6","-0.53%","-0.74%","7.82%","15.58%","22.19%","38.27%","6.14%","医疗保健计划"
"311","FUTU","富途控股","35.630","-1.38%","133844746","36.000","15.097","5237326741.5","2292191916","2.98%","-4.37%","38.42%","-21.93%","-44.31%","-76.73%","-17.71%","资本市场"
"312","WISH","ContextLogic","2.100","-1.41%","19292761","2.130","亏损","1386000000","921913234.2","-7.89%","-9.48%","11.70%","-22.79%","-58.17%","-84.48%","-32.48%","互联网零售"
"313","MU","美光科技","72.140","-1.42%","1481547978","72.500","14.035","80556347063.98","80556347063.98","-5.17%","-7.50%","-0.80%","-24.05%","7.52%","-20.13%","-22.45%","半导体"
"314","MSFT","微软","296.970","-1.46%","7266753834","300.440","36.890","2226344423123.1602","2226344423123.1602","-4.02%","-2.21%","6.03%","-6.50%","-2.98%","17.14%","-11.52%","软件-基础设施"
"315","OPEN","Opendoor Technologies","7.280","-1.49%","100177790","7.310","亏损","4514558732.32","3485401293.92","-14.15%","-15.84%","6.12%","-42.41%","-69.87%","-63.60%","-50.17%","房地产服务"
"316","CRM","赛富时","197.170","-1.49%","772025292","198.640","133.222","195198300000","187710082309.72","-7.10%","-6.57%","-0.37%","-17.10%","-32.41%","-13.53%","-22.41%","软件 - 应用"
"317","NOC","诺斯罗普格鲁曼","463.660","-1.51%","423838079","472.760","10.649","72193655436.88","72183073788.36","1.95%","1.20%","6.27%","17.69%","18.70%","37.96%","20.26%","航天军工"
"318","OTLY","Oatly Group AB","4.450","-1.55%","17209166","4.510","亏损","2633407654.45","1034597174.15","-12.40%","-13.09%","-10.82%","-43.09%","-68.84%","-73.82%","-44.10%","饮料-不含酒精"
"319","BA","波音","175.200","-1.56%","1147313531","176.540","亏损","103178337590.4","93847179108","-8.16%","-7.28%","-0.58%","-19.43%","-19.26%","-30.59%","-12.97%","航天军工"
"320","SE","Sea","114.420","-1.57%","542476746","116.000","亏损","63816377383.2","38066584199.58","-5.52%","-1.46%","25.68%","-42.96%","-67.96%","-53.40%","-48.85%","电子游戏与多媒体"
"321","INDO","Indonesia Energy","19.820","-1.59%","8797304","19.660","亏损","151567781.48","30878668.1","-7.43%","-9.91%","-29.82%","527.24%","356.37%","230.33%","607.86%","油气E&P"
"322","SNAP","Snap Inc","35.670","-1.60%","783246034","35.880","亏损","57938666463.63","35940553383","-4.60%","0.76%","18.70%","-16.52%","-52.94%","-42.48%","-24.15%","互联网内容与信息"
"323","PYPL","PayPal","111.210","-1.62%","1175942775","112.260","31.593","129560196374.73","129401337782.97","-4.68%","-2.24%","15.16%","-40.59%","-58.86%","-58.38%","-41.03%","信贷服务"
"324","ADBE","Adobe","445.340","-1.63%","1012569379","449.950","44.445","210423150000","209779857260.68","-2.80%","3.18%","6.96%","-16.35%","-28.50%","-12.79%","-21.47%","软件-基础设施"
"325","RKLB","Rocket Lab","7.800","-1.64%","23191447","7.870","亏损","3625256754.6","1408558312.2","-1.52%","-2.01%","-7.03%","-31.88%","-37.10%","-27.37%","-36.48%","航天军工"
"326","RCL","皇家加勒比邮轮","77.860","-1.68%","156346368","78.990","亏损","19854515750.06","17470859801.8","-6.93%","1.20%","13.78%","-5.35%","-9.34%","-10.02%","1.25%","旅行服务"
"327","BLK","贝莱德","736.100","-1.71%","607006104","747.000","19.259","111918411376.1","104531490350.7","-4.37%","-0.67%","7.14%","-16.28%","-16.95%","-6.23%","-19.07%","资产管理"
"328","NFLX","奈飞","355.880","-1.73%","1439929803","361.960","31.661","157997590519.16","154947802480.24","-4.71%","-4.81%","4.57%","-33.76%","-44.22%","-34.10%","-40.93%","娱乐"
"329","NIO","蔚来","20.000","-1.77%","1202732889","20.110","亏损","33380122680","25584399480","-8.80%","0.45%","24.46%","-36.87%","-49.51%","-45.98%","-36.87%","汽车制造商"
"330","CTRM","Castor Maritime","1.660","-1.78%","1018458","1.660","3.531","157052746.08","156866147.14","-7.78%","-4.05%","-6.74%","20.29%","-31.69%","-61.22%","16.90%","海运"
"331","GOOG","谷歌-C","2680.210","-1.80%","2213581288","2725.000","23.887","1774623325410","1555464437897.6299","-4.75%","-5.31%","2.71%","-5.39%","-6.26%","18.86%","-7.37%","互联网内容与信息"
"332","TKLF","Yoshitsu","2.180","-1.80%","447749","2.200","14.342","79025117.72","13625000","-1.80%","-27.81%","-4.80%","-45.50%","-45.50%","-45.50%","-45.50%","家庭及个人产品"
"333","SI","Silvergate Capital","127.890","-1.80%","89671015","129.240","43.948","4044456921.33","3787575021.09","-14.55%","-14.52%","3.57%","-8.15%","-19.15%","-9.50%","-13.70%","银行-区域"
"334","QCOM","高通","136.690","-1.82%","1787280133","138.540","17.368","154049630000","153092800000","-7.01%","-13.47%","-10.27%","-26.37%","5.89%","3.25%","-24.94%","半导体"
"335","HUSA","休斯敦能源","3.760","-1.83%","4406672","3.720","亏损","37330550.88","34223301.92","-6.00%","-38.56%","-43.29%","132.10%","79.90%","121.18%","162.94%","油气E&P"
"336","VALE","淡水河谷","20.100","-1.86%","699629235","20.420","4.496","97276300172.4","86333034283.5","-3.50%","0.80%","5.40%","34.12%","42.85%","24.23%","48.76%","其他工业金属和采矿"
"337","NEO","NeoGenomics","13.710","-1.86%","45927933","13.830","亏损","1700393251.86","1622232596.7","10.74%","-22.06%","-13.72%","-47.49%","-68.59%","-72.13%","-59.82%","诊断与研究"
"338","BYND","Beyond Meat","43.110","-1.89%","74286762","43.940","亏损","2733212755.89","2420196563.97","-12.56%","-11.35%","11.22%","-36.25%","-59.74%","-68.11%","-33.84%","包装食品"
"339","GOOGL","谷歌-A","2665.750","-1.91%","3372683621","2711.670","23.758","1765049055750","1548259240208","-4.90%","-5.92%","2.63%","-5.76%","-6.65%","18.91%","-7.98%","互联网内容与信息"
"340","NCLH","挪威邮轮","19.940","-1.92%","307715429","20.200","亏损","8316699306.56","8275015913.02","-8.62%","0.40%","14.01%","-10.26%","-23.69%","-31.74%","-3.86%","旅行服务"
"341","RKT","Rocket","9.700","-1.92%","46435090","9.820","4.181","19108566545.8","1081312156","-12.14%","-6.73%","-12.14%","-26.93%","-37.74%","-53.07%","-25.42%","抵押融资"
"342","SBUX","星巴克","81.520","-1.92%","762093698","83.190","23.028","93772456000","93598317296.56","-10.90%","-6.78%","-1.46%","-21.12%","-27.42%","-27.98%","-29.95%","饭馆"
"343","JKS","晶科能源","47.850","-1.93%","30395470","48.210","亏损","2282073109.8","1757188563.9","-5.99%","-5.70%","7.50%","3.91%","-10.33%","30.88%","4.11%","太阳能"
"344","LVMHF","Louis Vuitton MH","679.110","-1.93%","1015412.354","686.000","61.164","342785756488.29","184539889955.28","-6.36%","-1.30%","4.32%","-16.68%","-9.79%","-7.42%","-17.69%","-"
"345","BBBY","3B家居","19.480","-1.96%","43567854","19.820","亏损","1876658649.24","1675170775.64","-14.71%","-13.77%","-2.55%","40.96%","32.34%","-20.55%","33.61%","专业零售"
"346","TXN","德州仪器","174.110","-1.97%","788002331","177.190","21.078","160877640000","160616771161.11","-4.38%","-5.84%","2.20%","-5.79%","-9.53%","-6.32%","-7.01%","半导体"
"347","CLF","克里夫天然资源","30.770","-1.98%","409340371","31.660","5.740","16166856622.85","14759351559.18","-4.91%","-6.76%","18.99%","33.38%","43.92%","66.23%","41.34%","钢铁"
"348","UMC","联电","8.430","-1.98%","72067616","8.620","10.630","21046755394.59","18099210000","-4.20%","-10.70%","-6.23%","-25.13%","-18.79%","-4.86%","-27.95%","半导体"
"349","AMAT","应用材料","119.960","-1.99%","772296986","121.260","18.743","105972020894.44","105605636183.4","-5.85%","-12.48%","-2.98%","-24.68%","-9.69%","-9.94%","-23.63%","半导体设备与材料"
"350","LI","理想汽车","25.860","-2.01%","142861853","26.390","亏损","26709700251.3","14121883210.68","-5.07%","-2.05%","16.64%","-15.90%","-15.02%","22.56%","-19.44%","汽车制造商"
"351","EH","亿航智能","11.160","-2.02%","3050077","11.560","亏损","618588008.28","355145304.96","-12.74%","-11.57%","13.30%","-32.36%","-52.00%","-62.04%","-25.20%","航天军工"
"352","ABNB","爱彼迎","162.560","-2.02%","560911138","162.520","亏损","104505425126.4","60415252499.2","-6.07%","-2.79%","12.00%","-4.12%","-5.66%","-7.86%","-2.36%","旅行服务"
"353","TIGR","向上融科","4.830","-2.03%","8312473","4.890","51.382","734835832.92","325478152.23","-2.42%","-14.51%","52.85%","4.32%","-37.84%","-75.70%","-1.63%","资本市场"
"354","MPNGY","美团(ADR)","39.420","-2.06%","6400718.194","39.650","164.937","120926540040.48","120926540040.48","-2.50%","7.06%","25.26%","-33.27%","-45.90%","-45.75%","-31.81%","-"
"355","ROKU","Roku Inc","114.740","-2.07%","437786388","116.230","67.099","15416782967.66","13211413503.72","-8.62%","-7.28%","10.49%","-35.34%","-66.69%","-69.37%","-49.72%","娱乐"
"356","PTON","Peloton Interactive","23.560","-2.08%","187384515","24.400","亏损","7812500617.76","6875270082.28","-10.45%","-17.10%","11.45%","-31.69%","-73.12%","-80.00%","-34.12%","休闲"
"357","PENN","佩恩国民博彩","36.960","-2.09%","124965807","37.480","14.903","6221203924.32","6110722353.12","-12.02%","-10.98%","-13.38%","-22.09%","-52.19%","-63.26%","-28.72%","度假村和赌场"
"358","RMO","Romeo Power","1.400","-2.10%","6851751","1.430","20.000","188261672.2","173711545","-2.10%","-3.45%","-1.41%","-56.39%","-70.40%","-84.27%","-61.64%","汽车零件"
"359","AMZN","亚马逊","3089.210","-2.11%","7155591863","3135.000","47.665","1571927239816.1001","1414904110374.28","-5.56%","-6.26%","6.14%","-6.50%","-10.37%","-7.31%","-7.35%","互联网零售"
"360","AAL","美国航空","16.590","-2.12%","379080463","16.870","亏损","10769566341.03","10630186451.43","-9.05%","-2.47%","18.33%","-10.32%","-16.38%","-25.84%","-7.63%","航空公司"
"361","TM","丰田汽车","170.780","-2.13%","62650721","170.000","11.909","235377590161.94","175778045601.42","-5.32%","-4.29%","7.90%","-17.34%","-4.35%","9.32%","-7.84%","汽车制造商"
"362","OCFT","金融壹账通","1.380","-2.13%","1134685","1.440","亏损","538191100.38","172923643.44","0.00%","-18.82%","9.52%","-45.67%","-60.46%","-91.63%","-44.13%","软件 - 应用"
"363","STNE","StoneCo","11.010","-2.13%","56695495","11.260","亏损","3401334714","2655553228.62","-9.31%","-10.49%","23.29%","-37.62%","-70.38%","-83.35%","-34.70%","软件-基础设施"
"364","CCL","嘉年华邮轮","18.340","-2.13%","529524275","18.600","亏损","21557300588.88","19155641899.24","-8.53%","-0.27%","6.57%","-17.79%","-20.71%","-34.36%","-8.85%","旅行服务"
"365","MLCO","新濠博亚娱乐","6.850","-2.14%","17085399","6.940","亏损","3325784463","1376850000","-15.22%","-15.01%","1.78%","-30.95%","-38.23%","-64.91%","-32.71%","度假村和赌场"
"366","DDOG","Datadog","134.290","-2.15%","319997021","134.790","亏损","42154933478.71","33399172971.32","-12.51%","-8.55%","5.72%","-8.23%","-14.69%","44.01%","-24.60%","软件 - 应用"
"367","SQ","Block","123.220","-2.15%","1705324876","124.530","373.393","71474753167.44","63458242456.26","-7.78%","-5.46%","20.89%","-15.30%","-51.14%","-52.31%","-23.71%","软件-基础设施"
"368","XNET","迅雷","1.800","-2.17%","118947","1.840","100.000","121412860.2","65387192.4","-0.55%","6.51%","37.40%","-7.69%","-36.17%","-69.90%","-10.45%","广告公司"
"369","ZS","Zscaler","226.790","-2.23%","290405464","231.030","亏损","31996743351.44","18703069215.72","-7.89%","-1.53%","12.75%","-17.22%","-24.73%","17.88%","-29.42%","软件-基础设施"
"370","MSTR","MicroStrategy","453.240","-2.24%","126186794","459.080","亏损","5115266640","4224736608.84","-7.69%","-4.06%","15.97%","-11.93%","-38.72%","-38.38%","-16.76%","软件 - 应用"
"371","AA","美国铝业公司","84.150","-2.26%","388633524","85.300","37.234","15491993794.2","15408339437.7","-7.14%","-8.49%","6.47%","36.14%","47.50%","152.85%","41.40%","铝"
"372","ASML","阿斯麦","610.930","-2.30%","517674900","621.420","37.702","250344959362.83","250344959362.83","-8.51%","-11.12%","4.28%","-17.68%","-22.29%","-2.64%","-23.26%","半导体设备与材料"
"373","NET","Cloudflare","109.770","-2.31%","263473435","110.420","亏损","35573863683.75","27983215055.07","-11.12%","-8.24%","23.73%","-3.69%","-39.28%","47.20%","-16.52%","软件-基础设施"
"374","BKKT","Bakkt Holdings","5.050","-2.32%","20660393","5.130","亏损","1328997177.9","227534203.9","-19.33%","-27.75%","4.34%","-16.53%","-42.35%","-61.97%","-40.66%","软件-基础设施"
"375","INTU","财捷","482.840","-2.32%","832030430","493.320","63.867","136553175429","132920971936.12","-0.09%","5.26%","10.06%","-16.24%","-14.26%","17.99%","-24.74%","软件 - 应用"
"376","LRCX","拉姆研究","491.640","-2.32%","515703262","498.010","18.276","68583850304.52","68332761398.64","-6.43%","-11.39%","2.03%","-28.14%","-13.08%","-22.47%","-31.42%","半导体设备与材料"
"377","DIDI","滴滴","2.520","-2.33%","49807104","2.510","亏损","11913768125.28","5587765464.96","-10.64%","-22.94%","33.33%","-49.19%","-69.42%","-82.00%","-49.40%","软件 - 应用"
"378","EVGO","EVgo Inc","12.480","-2.42%","21703436","12.810","亏损","3301452710.4","850781181.12","-2.12%","2.38%","5.23%","34.19%","58.17%","3.31%","25.55%","专业零售"
"379","CENX","世纪铝业","26.660","-2.49%","63843678","27.370","亏损","2432234749.26","1345754010.7","-0.67%","-5.93%","11.32%","56.36%","53.13%","65.59%","60.99%","铝"
"380","WNW","美物科技","0.790","-2.49%","415824","0.804","亏损","19745000","5331084.446","0.61%","-30.11%","-16.07%","-64.74%","-79.54%","-91.62%","-66.53%","互联网零售"
"381","ON","安森美半导体","52.730","-2.51%","316029340","53.440","23.229","22903623359.81","22231991278.38","-11.57%","-17.36%","-5.65%","-20.69%","19.41%","25.25%","-22.36%","半导体"
"382","PROG","Progenity","1.160","-2.52%","4773903","1.150","亏损","213585950.04","155640913.16","1.75%","-31.36%","-1.69%","-35.20%","-61.20%","-66.86%","-44.50%","生物技术"
"383","GME","游戏驿站","146.190","-2.54%","381364070","149.090","亏损","11160034665.12","9245778070.98","-11.40%","-3.79%","57.72%","14.16%","-21.41%","-12.21%","-1.48%","专业零售"
"384","CTXR","Citius Pharmaceuticals","1.530","-2.55%","2799711","1.600","亏损","223425333.9","204594187.23","-15.47%","-19.05%","-0.65%","-0.65%","-26.79%","-15.00%","-0.65%","生物技术"
"385","CPT","卡姆登物业信托","168.210","-2.55%","348845442","169.740","56.827","18243126062.28","18054081235.26","-1.98%","2.66%","1.79%","0.24%","6.94%","51.42%","-5.34%","-"
"386","GFS","GlobalFoundries","54.750","-2.56%","86373488","55.810","亏损","29118554484","3011250000","-9.86%","-30.64%","-6.35%","-11.76%","16.49%","16.49%","-15.73%","半导体"
"387","LULU","Lululemon Athletica","369.460","-2.58%","473078723","376.540","49.327","45336568497.22","41483187150.86","0.55%","15.05%","26.72%","4.75%","-11.48%","14.38%","-5.62%","服装零售"
"388","SNOW","Snowflake","208.340","-2.59%","827689640","209.840","亏损","65543764000","45726961340.94","-11.27%","-5.22%","15.48%","-32.17%","-38.34%","-9.08%","-38.50%","软件 - 应用"
"389","BE","Bloom Energy","22.550","-2.59%","64244941","23.060","亏损","4005485422.4","3610399162.15","-8.11%","-6.74%","-1.31%","17.57%","6.02%","-6.28%","2.83%","电气设备及零件"
"390","GOEV","Canoo","5.250","-2.60%","7325643","5.450","亏损","1254656833.5","624806033.25","-3.31%","-4.89%","-8.06%","-26.68%","-25.64%","-42.69%","-31.99%","汽车制造商"
"391","SEED","奥瑞金种业","8.200","-2.61%","4167205","8.120","亏损","47507659.4","34955648.8","0.49%","-5.09%","-20.70%","10.51%","-14.85%","-48.26%","14.37%","农业投入"
"392","AMD","美国超微公司","101.000","-2.62%","9409113702","102.510","39.299","164363862374","163622959502","-6.65%","-15.60%","-3.15%","-26.53%","-13.25%","28.58%","-29.81%","半导体"
"393","NVTS","纳微半导体","8.500","-2.63%","6216803","8.710","亏损","1044352389.5","468956985","-12.55%","-18.89%","7.87%","-31.51%","-37.18%","-16.01%","-50.03%","半导体"
"394","PHUN","Phunware","2.200","-2.65%","5241449","2.260","亏损","213951144","201392611.2","-15.38%","-19.71%","-5.98%","-29.94%","115.69%","28.65%","-16.35%","软件 - 应用"
"395","AVGO","博通","587.000","-2.66%","1206430821","597.380","39.133","239661046790","236530454281","-6.38%","-6.66%","2.27%","-4.99%","18.16%","26.51%","-11.19%","半导体"
"396","HIMX","奇景光电","9.510","-2.66%","32509565","9.780","3.804","1657579400.7","1105886707.2","-11.29%","-18.72%","-9.77%","-26.56%","-8.20%","-24.28%","-40.53%","半导体"
"397","ZH","知乎","2.560","-2.66%","11945312","2.770","亏损","1437453742.08","1102611256.32","0.79%","1.19%","21.33%","-51.97%","-74.22%","-70.57%","-53.79%","互联网内容与信息"
"398","SENS","Senseonics","1.800","-2.70%","5149684","1.820","亏损","833662582.2","599490617.4","-7.22%","-3.74%","9.76%","-37.50%","-45.29%","-15.09%","-32.58%","医疗设备"
"399","WIMI","微美全息","2.520","-2.70%","2884338","2.600","亏损","229766987.52","117277340.04","-8.70%","-4.18%","18.31%","-11.27%","-33.86%","-57.07%","-17.11%","广告公司"
"400","ROOT","Root Inc","1.800","-2.70%","4890842","1.820","亏损","457200000","262490594.4","-10.45%","-11.76%","17.65%","-35.48%","-63.86%","-83.78%","-41.94%","保险-财产和意外伤害"
"401","MDB","MongoDB","416.880","-2.71%","336348998","423.090","亏损","28167056236.08","25858175110.56","-8.27%","2.67%","31.72%","-3.61%","-17.28%","34.91%","-21.25%","软件-基础设施"
"402","LUV","西南航空","41.240","-2.71%","320223076","42.340","25.614","24410776964.68","24240313033.04","-10.17%","-7.08%","2.49%","-8.78%","-17.14%","-34.57%","-3.73%","航空公司"
"403","ICLK","爱点击","1.060","-2.75%","1030502","1.090","亏损","101547877.04","66486778.56","-21.48%","-7.02%","-28.38%","-76.75%","-84.75%","-91.05%","-77.01%","广告公司"
"404","KXIN","开心汽车","1.060","-2.75%","263192","1.060","亏损","152431728.02","99966011.48","-10.92%","-4.50%","-1.85%","-4.50%","-51.15%","-55.27%","-7.02%","汽车和卡车经销商"
"405","MP","MP Materials","52.480","-2.81%","117082269","53.650","71.890","9316511632.64","4700603528.96","-7.18%","-4.25%","20.01%","6.15%","54.08%","51.59%","15.54%","其他工业金属和采矿"
"406","BROS","Dutch Bros","50.570","-2.82%","48498266","51.610","亏损","2528351577.05","1224326299.82","-11.02%","-7.92%","3.63%","9.96%","-11.82%","119.87%","-0.67%","饭馆"
"407","VIR","Vir Biotechnology","22.170","-2.89%","23441725","22.620","5.598","2934013648.89","1635384859.56","-12.37%","1.65%","1.51%","-44.59%","-42.86%","-51.33%","-47.05%","生物技术"
"408","BTAI","BioXcel Therapeutics","17.110","-2.89%","32568470","17.510","亏损","478743702.95","324374357.14","-20.60%","-22.09%","-1.21%","-13.72%","-39.00%","-51.04%","-15.84%","生物技术"
"409","AFRM","Affirm Holdings","37.580","-2.89%","227922654","38.330","亏损","10689893120.5","7906887843.88","-19.37%","-10.86%","21.78%","-52.30%","-76.10%","-45.32%","-62.63%","软件-基础设施"
"410","LCID","Lucid","21.670","-2.91%","331815842","22.060","亏损","35826079385.03","12345193481.72","-11.73%","-13.87%","-5.45%","-52.30%","-14.48%","-0.28%","-43.05%","汽车制造商"
"411","JOBY","Joby Aviation","5.270","-2.95%","29501415","5.450","亏损","3184332152","1332255831.36","-18.55%","-11.87%","16.85%","-16.75%","-39.08%","-47.87%","-27.81%","机场及航空服务"
"412","LYFT","Lyft Inc","33.590","-2.95%","159049896","34.195","亏损","11708041151.37","9866156174.62","-10.47%","-10.45%","-9.83%","-20.74%","-33.45%","-46.51%","-21.39%","软件 - 应用"
"413","OCGN","Ocugen","2.960","-2.95%","14556932","3.020","亏损","637766344.88","625803552.24","-10.30%","-14.94%","20.82%","-29.02%","-64.16%","-57.10%","-34.95%","生物技术"
"414","RIVN","Rivian Automotive","38.800","-2.95%","421175456","39.490","亏损","34941412051.6","6826860000","-16.45%","-15.94%","1.97%","-55.13%","-50.26%","-50.26%","-62.58%","汽车制造商"
"415","ZM","Zoom视频通讯","110.900","-2.99%","440179281","112.370","24.644","33172847496.7","25712662386.5","-6.03%","-2.66%","13.02%","-35.01%","-59.56%","-66.31%","-39.70%","软件 - 应用"
"416","TSLA","特斯拉","1025.490","-3.00%","18969275041","1043.210","209.283","1059851720004.39","864678968039.97","-5.45%","1.47%","28.94%","-7.30%","17.86%","40.05%","-2.96%","汽车制造商"
"417","DDD","3D系统","14.910","-3.06%","14541272","15.380","5.847","1913101205.4","1856714418.3","-11.36%","-7.04%","3.25%","-26.11%","-44.47%","-35.03%","-30.78%","计算机硬件"
"418","SOFI","SoFi Technologies","7.870","-3.08%","310179232","8.070","亏损","7165223414.74","5671497469.83","-15.65%","-12.65%","-7.95%","-43.22%","-62.25%","-52.82%","-50.22%","信贷服务"
"419","CLOV","Clover Health","3.140","-3.09%","13405469","3.250","亏损","1486079819.92","988499949.14","-11.05%","-10.80%","1.62%","-0.95%","-60.20%","-57.68%","-15.59%","医疗保健计划"
"420","NXPI","恩智浦","167.500","-3.13%","963377765","170.520","24.668","43975141130","43850361335","-7.98%","-12.06%","-5.75%","-26.51%","-12.24%","-15.13%","-26.11%","半导体"
"421","HUYA","虎牙","4.630","-3.14%","6643433","4.750","12.184","1102265401.03","381476881.45","-3.94%","-11.47%","26.50%","-37.69%","-48.56%","-74.31%","-33.29%","娱乐"
"422","COIN","Coinbase","160.940","-3.16%","478975272","165.210","10.952","35323050203.74","25807105599.6","-13.92%","-13.80%","0.54%","-31.43%","-45.14%","-50.97%","-36.23%","软件 - 应用"
"423","SFUN","房天下","3.910","-3.22%","9547","3.920","亏损","35329618.28","15342296.51","15.68%","-0.00%","12.36%","0.26%","-30.80%","-68.20%","2.62%","互联网内容与信息"
"424","LKNCY","瑞幸咖啡","8.860","-3.28%","8229640.698","9.200","亏损","2242881082.14","604610679.38","-2.64%","-10.32%","14.13%","-3.06%","-44.63%","-7.32%","-6.14%","-"
"425","EXPI","eXp World","16.900","-3.32%","43127832","17.420","33.137","2514121604.8","1194897380.3","-16.95%","-22.44%","-25.81%","-43.91%","-64.99%","-54.57%","-49.75%","房地产服务"
"426","SPCE","维珍银河","8.690","-3.34%","69793915","8.910","亏损","2243466163.73","1794550757.23","-13.01%","-7.85%","19.37%","-29.75%","-55.93%","-67.43%","-35.05%","航天军工"
"427","BITF","Bitfarms","3.180","-3.34%","11538199","3.230","27.894","639980094.36","579453685.2","-16.32%","-14.75%","-2.15%","-35.63%","-43.21%","-18.46%","-37.03%","资本市场"
"428","ZIM","以星航运","57.780","-3.35%","277550651","60.300","1.491","6918761402.64","4655236894.02","-19.05%","-15.53%","-9.13%","13.31%","64.45%","177.62%","21.67%","海运"
"429","KLAC","科磊","341.210","-3.36%","532820045","349.550","25.520","51425582185.03","51335598966.25","-5.29%","-6.89%","5.55%","-21.14%","4.97%","2.57%","-20.45%","半导体设备与材料"
"430","U","Unity Software","90.690","-3.38%","189394612","92.670","亏损","26671505205.63","17488160170.17","-8.32%","-3.50%","15.00%","-29.78%","-37.88%","-10.31%","-36.58%","软件 - 应用"
"431","FCEL","燃料电池能源","5.390","-3.41%","49521736","5.560","亏损","1976447053.35","1904700887.32","-6.10%","-13.34%","-19.67%","6.31%","-38.33%","-51.13%","3.65%","电气设备及零件"
"432","XPEV","小鹏汽车","27.190","-3.41%","179984692","27.860","亏损","23285938505.41","12575562148.77","-6.85%","0.52%","18.68%","-43.80%","-37.07%","-17.33%","-45.98%","汽车制造商"
"433","SAVA","Cassava Sciences","27.090","-3.42%","37491177","28.130","亏损","1084206653.46","989038128.96","-28.62%","-32.56%","-24.56%","-44.13%","-45.99%","-24.05%","-38.01%","生物技术"
"434","VIPS","唯品会","8.100","-3.46%","79845103","8.390","7.641","5499626746.5","3550195534.5","-13.37%","-12.90%","23.48%","-15.18%","-29.26%","-71.03%","-3.57%","互联网零售"
"435","DQ","大全新能源","42.420","-3.48%","62051171","43.670","4.350","3160583970.6","2396559132.24","-1.78%","-4.01%","1.73%","1.63%","-37.70%","-36.02%","5.21%","半导体设备与材料"
"436","VLDR","威力登激光雷达","2.180","-3.54%","5041285","2.260","亏损","431948579","323673814.86","-12.80%","-5.22%","2.83%","-49.30%","-64.44%","-82.92%","-53.02%","科技仪器"
