"序号","代码","名称","最新价","涨跌幅","成交额","今开","市盈率(静)","总市值","流通市值","5日涨跌幅","10日涨跌幅","20日涨跌幅","60日涨跌幅","120日涨跌幅","250日涨跌幅","年初至今涨跌幅","所属行业","昨收","最高","最低"
"2914","FXB","英镑ETF-CurrencyShares","125.297","-0.30%","292560","125.020","-","100237920","100237920","-0.62%","-1.20%","-0.05%","-5.01%","-5.25%","-5.81%","-3.68%","-","125.677","125.335","125.000"
"2915","SCHB","嘉信美国整体市场ETF","52.650","-0.30%","64580225","52.750","-","22555260000","22555260000","-1.70%","-1.48%","6.46%","-5.43%","-2.15%","6.40%","-6.58%","-","52.810","53.024","52.450"
"2916","BEN","Franklin Resources","26.280","-0.30%","83076187","26.350","7.361","13195828864.08","7505478332.64","-5.91%","-4.61%","-2.62%","-24.41%","-10.06%","-8.42%","-20.74%","资产管理","26.360","26.810","25.980"
"2917","AGCB","Altimeter Growth","9.870","-0.30%","31253","9.880","亏损","566044500","438958380","0.61%","0.71%","1.13%","0.41%","-0.40%","-10.52%","0.10%","空壳公司","9.900","9.880","9.860"
"2918","IWV","罗素3000ETF-iShares","258.800","-0.30%","26620347","259.370","-","11878920000","11878920000","-1.70%","-1.51%","6.30%","-5.39%","-2.04%","6.27%","-6.46%","-","259.590","260.545","258.000"
"2919","AGNG","GLOBAL X FUNDS GLOBAL X AGING POPULATION ETF","29.400","-0.30%","33688","29.340","-","58800000","58800000","1.52%","4.63%","11.62%","5.26%","2.06%","4.41%","2.06%","-","29.490","29.515","29.340"
"2920","CWT","California Water Service Group","58.690","-0.31%","14569089","59.100","29.943","3152443847.75","3121584528.37","-4.91%","0.74%","3.55%","-9.02%","-1.15%","0.50%","-17.99%","公用事业-受管制的水","58.870","59.640","58.620"
"2921","IWN","罗素2000价值股指数ETF-iShares","156.130","-0.31%","182727359","156.600","-","13801892000","13801892000","-4.04%","-4.24%","-0.28%","-5.60%","-4.90%","-1.68%","-5.67%","-","156.610","157.630","155.650"
"2922","JLL","仲量联行","220.160","-0.31%","60082037","221.700","11.919","10982704276.48","10880473420.8","-6.95%","-6.37%","-1.54%","-16.11%","-13.47%","22.56%","-18.26%","房地产服务","220.840","222.800","217.730"
"2923","SJNK","美国短期高收益债ETF-SPDR","25.860","-0.31%","144707161","25.900","-","3641088000","3641088000","-1.11%","-0.36%","0.49%","-3.66%","-3.17%","-1.29%","-3.70%","-","25.940","25.957","25.840"
"2924","TUFN","Tufin软件科技","12.940","-0.31%","17368004","12.940","亏损","490697985.86","401513810.72","45.72%","49.77%","40.81%","39.44%","34.93%","26.86%","22.65%","软件-基础设施","12.980","12.970","12.930"
"2925","VTI","Vanguard MSCI大盘指数ETF","224.690","-0.31%","665356717","224.980","-","287513324000","287513324000","-1.70%","-1.49%","6.35%","-5.48%","-2.32%","6.23%","-6.66%","-","225.390","226.350","223.910"
"2926","NWN","西北天然气","51.410","-0.31%","11139174","51.450","20.082","1730243187.11","1716293289.25","-0.96%","-6.61%","-6.53%","8.62%","12.59%","-2.31%","6.48%","公用事业-管制气体","51.570","52.030","51.330"
"2927","ITOT","iShares安硕核心标普全美股市ETF","99.600","-0.31%","105465199","99.830","-","44162640000","44162640000","-1.75%","-1.52%","6.32%","-5.44%","-2.26%","6.11%","-6.59%","-","99.910","100.340","99.250"
"2928","SMDV","ProShares Russell 2000 Dividend Growers ETF","63.420","-0.31%","1458733","63.980","-","881538000","881538000","-2.97%","-2.70%","-0.62%","-4.29%","1.07%","-1.74%","-4.75%","-","63.618","64.075","63.398"
"2929","DFAS","DIMENSIONAL U.S. SMALL CAP ETF","54.150","-0.31%","6347210","54.340","-","4359075000","4359075000","-3.99%","-4.70%","-0.66%","-8.28%","-6.59%","-5.88%","-9.61%","-","54.320","54.790","53.992"
"2930","IEI","美国国债3-7年ETF-iShares","120.300","-0.31%","144292991","120.200","-","9648060000","9648060000","-0.85%","-0.84%","-3.55%","-5.37%","-6.51%","-6.94%","-6.31%","-","120.680","120.480","120.190"
"2931","BWX","国际主权债ETF-SPDR","25.360","-0.31%","14240071","25.420","-","783624000","783624000","-2.08%","-1.95%","-3.47%","-9.68%","-10.83%","-13.72%","-10.09%","-","25.440","25.460","25.310"
"2932","DSGN","Design Therapeutics","15.810","-0.32%","806554","15.690","亏损","880619466.36","282300482.58","-7.71%","-4.41%","-8.35%","-5.50%","15.91%","-31.79%","-26.16%","生物技术","15.860","16.280","15.303"
"2933","EXPR","Express","3.150","-0.32%","4122118","3.260","亏损","211291091.55","205635739.05","-6.53%","-11.02%","-14.86%","0.64%","-26.23%","-9.74%","2.27%","服装零售","3.160","3.260","3.095"
"2934","RDW","Redwire","6.300","-0.32%","1255193","6.250","亏损","394952474.7","86542262.1","4.13%","-19.44%","5.53%","3.62%","-40.57%","-38.72%","-6.67%","航天军工","6.320","6.440","6.130"
"2935","VRSK","Verisk分析","219.520","-0.32%","218937261","220.110","53.803","35404831427.84","35073439864.96","2.52%","5.54%","20.80%","6.03%","4.33%","21.39%","-3.86%","咨询服务","220.220","221.820","219.270"
"2936","TOTL","SPDR Doubleline总回报策略ETF","44.020","-0.32%","11009633","44.070","-","2456316000","2456316000","-1.26%","-0.75%","-2.54%","-5.43%","-6.30%","-5.89%","-6.23%","-","44.160","44.145","44.020"
"2937","ESGU","iShares Trust iShares ESG Optimized ETF","100.110","-0.32%","69967722","100.330","-","24947412000","24947412000","-1.45%","-1.32%","6.84%","-5.76%","-2.04%","7.23%","-6.92%","-","100.430","100.820","99.752"
"2938","LCTU","BLACKROCK U.S. CARBON TRANSITION READINESS ETF","49.861","-0.32%","57189","49.910","-","1426013160","1426013160","-1.64%","-1.49%","6.30%","-6.38%","-2.13%","8.04%","-7.10%","-","50.020","50.090","49.861"
"2939","BAM","布鲁克菲尔德资产管理","56.140","-0.32%","50247451","56.310","23.489","88043290343.54","78667661811.76","-1.77%","-1.27%","4.93%","-4.53%","-3.66%","24.90%","-6.78%","资产管理","56.320","56.760","55.850"
"2940","NVT","nVent Electric","34.210","-0.32%","24452664","34.410","21.248","5690475355.51","5681487464.84","-2.67%","-1.47%","-0.58%","-8.23%","6.48%","22.99%","-9.53%","电气设备及零件","34.320","34.720","34.130"
"2941","DFAU","DIMENSIONAL US CORE EQUITY MARKET ETF","31.110","-0.32%","5882048","31.170","-","1984818000","1984818000","-1.52%","-1.61%","5.85%","-4.79%","-0.29%","7.93%","-5.51%","-","31.210","31.340","31.015"
"2942","SBM","ProShares Short Basic Materials","44.209","-0.32%","10089","44.209","-","4420850","4420850","1.39%","1.55%","-8.23%","-3.22%","-11.87%","-17.68%","-4.23%","-","44.351","44.209","44.209"
"2943","UBS","瑞银","18.530","-0.32%","56155140","18.380","8.995","62994730069.51","62751799082.66","-5.89%","-4.19%","11.56%","-5.31%","7.67%","17.35%","3.69%","银行-综合性","18.590","18.715","18.380"
"2944","HIW","海伍兹物业","43.180","-0.32%","24064898","43.430","14.489","4534071856.4","4472405980.24","-7.32%","-5.10%","-2.29%","-6.47%","-4.72%","4.03%","-2.05%","REIT-办公室","43.320","43.620","42.980"
"2945","HYXU","iShares安硕国际高收益债券ETF","47.765","-0.32%","28236","47.635","-","47765000","47765000","-2.24%","-1.15%","0.67%","-9.76%","-10.42%","-12.68%","-9.48%","-","47.920","47.765","47.635"
"2946","SCHR","Schwab Intermediate-Term US Treasury ETF","52.140","-0.32%","37468048","52.090","-","4530966000","4530966000","-1.16%","-1.02%","-3.95%","-5.76%","-6.86%","-7.00%","-6.89%","-","52.310","52.210","52.080"
"2947","AGX","Argan","39.960","-0.32%","2503386","39.980","26.463","627961210.2","596723079.6","-1.16%","-0.25%","-1.77%","2.76%","-8.74%","-24.48%","3.95%","工程建设","40.090","40.270","39.845"
"2948","KSS","柯尔百货","57.810","-0.33%","139832441","58.000","9.147","7433843224.17","6944826988.92","-4.19%","-6.20%","8.18%","21.62%","22.11%","-0.91%","18.14%","百货商店","58.000","58.780","57.120"
"2949","GABC","德美银行","36.520","-0.33%","1629052","36.640","11.520","1074529530.36","902845906.16","-4.17%","-8.61%","-8.36%","-10.52%","-4.68%","-18.76%","-5.79%","银行-区域","36.640","37.205","36.430"
"2950","RARE","Ultragenyx Pharmaceutical","81.890","-0.33%","38003678","82.050","亏损","5681919142.86","5144079789.83","5.84%","18.91%","25.19%","15.00%","4.96%","-24.15%","-2.62%","生物技术","82.160","83.549","80.860"
"2951","ARE","亚历山大房地产","202.890","-0.33%","134429311","203.480","53.112","32450902426.59","32076137206.44","-1.50%","4.64%","8.29%","-2.82%","1.14%","21.39%","-8.48%","REIT-办公室","203.560","203.840","200.780"
"2952","DFUS","DIMENSIONAL U.S. EQUITY ETF","48.330","-0.33%","12819295","48.440","-","6012252000","6012252000","-1.61%","-1.61%","6.42%","-5.26%","-1.04%","5.01%","-6.30%","-","48.490","48.700","48.219"
"2953","TMUS","T-Mobile US","132.840","-0.33%","571589404","133.400","55.120","165955677489.36","86072719028.04","1.59%","6.88%","6.64%","19.84%","13.17%","2.26%","14.54%","电信业务","133.280","134.330","132.390"
"2954","VPL","亚太ETF-Vanguard","72.400","-0.33%","70173590","72.280","-","5408280000","5408280000","-2.91%","-3.25%","3.05%","-8.54%","-8.48%","-10.93%","-7.13%","-","72.640","72.705","72.200"
"2955","TMDX","TransMedics","27.140","-0.33%","2897523","27.020","亏损","758887431.56","717188070","-1.31%","12.01%","51.87%","60.59%","3.08%","-6.22%","41.65%","医疗设备","27.230","27.590","26.560"
"2956","KFVG","KRANESHARES CICC CHINA 5G AND SEMICONDUCTOR INDEX ETF","18.590","-0.33%","56317","18.630","-","20449000","20449000","-5.01%","-8.20%","-9.45%","-26.05%","-22.09%","-21.86%","-29.92%","-","18.652","18.720","18.580"
"2957","IJK","标普中型成长股400指数ETF-iShares","75.150","-0.33%","14430688","75.360","-","7297065000","7297065000","-3.65%","-3.62%","2.26%","-8.11%","-8.64%","-6.17%","-11.69%","-","75.400","75.970","74.920"
"2958","ADP","自动数据处理","237.710","-0.33%","349896928","238.380","39.161","99848959943.15","99768440434.85","1.80%","8.52%","14.69%","1.82%","12.89%","26.70%","-3.12%","人员配置和就业服务","238.500","239.680","236.770"
"2959","VRTV","Veritiv","129.190","-0.33%","12801110","130.440","14.338","1941841583.43","1395678068.62","-6.01%","-6.80%","8.89%","24.14%","30.10%","193.41%","5.40%","企业集团","129.620","133.510","129.030"
"2960","MDYG","SPDR S&P 400 Mid Cap Growth ETF","71.960","-0.33%","3133351","72.160","-","1611904000","1611904000","-3.69%","-3.49%","2.28%","-8.07%","-8.61%","-6.16%","-11.59%","-","72.200","72.715","71.750"
"2961","HYGH","安硕利率对冲高收益债券ETF","85.700","-0.33%","2961443","85.910","-","162830000","162830000","-1.26%","-0.13%","2.74%","-1.59%","-0.44%","1.70%","-1.55%","-","85.986","86.077","85.590"
"2962","JUST","Goldman Sachs JUST U.S. Large Cap Equity ETF","64.058","-0.33%","386565","64.082","-","281857400","281857400","-1.36%","-1.29%","6.00%","-4.94%","-0.81%","8.27%","-5.92%","-","64.273","64.542","64.058"
"2963","SPTI","SPDR SERIES TRUST Portfolio Intermediate Term Treasury ETF","29.770","-0.33%","43111511","29.740","-","3593239000","3593239000","-1.13%","-1.05%","-3.95%","-5.76%","-6.85%","-7.00%","-6.91%","-","29.870","29.815","29.740"
"2964","KW","Kennedy-Wilson","23.790","-0.34%","11259752","23.850","10.620","3280043752.05","2871743642.43","-4.53%","-1.48%","5.81%","0.96%","7.45%","20.44%","0.58%","房地产服务","23.870","23.950","23.590"
"2965","FBMS","First Bancshares","32.540","-0.34%","1589190","32.740","10.739","666576368.2","584263444.52","-1.75%","-5.52%","-6.95%","-16.98%","-15.26%","-12.00%","-15.36%","银行-区域","32.650","32.980","32.400"
"2966","SCHX","嘉信理财美国大盘股ETF","53.240","-0.34%","62462728","53.310","-","33775456000","33775456000","-1.43%","-1.26%","6.87%","-5.16%","-1.25%","7.93%","-6.20%","-","53.420","53.620","53.060"
"2967","SRLP","Sprague Resources","16.270","-0.34%","397134","16.400","亏损","426836079.69","99698638.93","-1.42%","-3.10%","-3.15%","-2.35%","-20.23%","-24.84%","23.09%","油气炼制与营销","16.325","16.400","16.250"
"2968","SANM","新美亚电子","38.370","-0.34%","17887563","38.540","9.568","2438662099.23","2378102459.64","-5.98%","-8.53%","-3.91%","-4.79%","-2.29%","-7.12%","-7.45%","电子元件","38.500","39.190","38.320"
"2969","HAUZ","DBX ETF TRUST XTRACKERS INTERNATIONAL REAL ESTATE ETF","26.560","-0.34%","1036569","26.560","-","579008000","579008000","-1.78%","-0.50%","4.04%","-4.39%","-5.17%","-1.19%","-5.13%","-","26.650","26.639","26.475"
"2970","VV","领航大盘股ETF","205.850","-0.34%","50755904","206.010","-","27295710000","27295710000","-1.54%","-1.20%","6.94%","-5.23%","-1.24%","8.26%","-6.59%","-","206.550","207.200","205.190"
"2971","IYJ","iShares安硕美国工业ETF","102.550","-0.34%","5900341","102.720","-","1343405000","1343405000","-2.75%","-2.93%","3.77%","-8.34%","-8.35%","-5.11%","-8.81%","-","102.900","103.610","102.221"
"2972","SPMB","SPDR SERIES TRUST Portfolio Mortgage Backed Bond ETF","23.400","-0.34%","15290315","23.440","-","4176900000","4176900000","-1.64%","-1.17%","-3.65%","-6.05%","-7.28%","-7.66%","-7.20%","-","23.480","23.450","23.365"
"2973","AIEQ","AI Powered Equity ETF","36.174","-0.34%","278760","36.110","-","137462340","137462340","-1.94%","-2.60%","5.43%","-8.00%","-14.77%","-6.46%","-13.60%","-","36.299","36.300","36.110"
"2974","KMDA","Kamada","5.770","-0.35%","13242","5.735","亏损","258498908.08","161642389.83","4.15%","1.76%","4.72%","-14.64%","10.33%","-6.63%","-12.31%","药品制造商-专业和非专利","5.790","5.780","5.735"
"2975","SMMD","iShares Russell 2500 ETF","60.540","-0.35%","1156319","60.700","-","417726000","417726000","-3.52%","-3.20%","2.64%","-6.25%","-8.32%","-5.20%","-8.56%","-","60.750","61.170","60.370"
"2976","HTA","Healthcare Trust of America","31.630","-0.35%","63431839","31.800","71.886","7244119866.47","6876208120.05","-0.38%","1.69%","4.42%","-2.82%","-3.05%","18.15%","-3.34%","REIT-保健设施","31.740","31.935","31.575"
"2977","KTEC","KRANESHARES HANG SENG TECH INDEX ETF","13.415","-0.35%","42771","13.470","-","5365880","5365880","-4.18%","-1.45%","11.33%","-27.00%","-32.35%","-46.66%","-23.82%","-","13.462","13.490","13.365"
"2978","PTCT","PTC Therapeutics","42.850","-0.35%","15015155","43.000","亏损","3057881882.35","2660873118.65","3.38%","15.81%","25.07%","4.13%","14.66%","-10.54%","7.58%","生物技术","43.000","43.600","42.398"
"2979","GVA","花岗岩建筑","31.400","-0.35%","10991959","31.400","142.727","1421300747","1411593280","-5.16%","-4.64%","-0.83%","-14.80%","-18.83%","-18.59%","-18.54%","工程建设","31.510","31.870","31.160"
"2980","PFC","Premier Financial","28.540","-0.35%","6747347","28.690","8.418","1022203880.36","1022203880.36","-5.28%","-8.79%","-7.04%","-6.35%","-7.65%","-9.11%","-6.77%","银行-区域","28.640","28.960","28.380"
"2981","XPP","二倍做多富时中国50ETF(ProShares)","31.300","-0.35%","215915","31.610","-","12520000","12520000","-5.72%","0.13%","16.49%","-34.94%","-41.74%","-56.24%","-27.56%","-","31.410","31.690","31.300"
"2982","MRC","MRC Global","11.360","-0.35%","4246282","11.510","亏损","949217051.04","911283898.08","-6.89%","-3.24%","0.00%","45.08%","30.72%","22.02%","65.12%","石油和天然气设备和服务","11.400","11.600","11.330"
"2983","LUMN","Lumen Technologies","11.360","-0.35%","89732966","11.330","5.947","11625508464.64","10642443237.12","-1.30%","-0.35%","6.37%","-12.45%","-2.07%","-3.34%","-7.28%","电信业务","11.400","11.470","11.230"
"2984","UHT","Universal Health Realty Income Trust","56.550","-0.35%","3404832","56.420","7.140","779561768.7","721416153.9","-4.10%","-2.80%","-3.18%","-2.37%","1.79%","-14.30%","-3.77%","REIT-保健设施","56.750","57.120","56.420"
"2985","AGS","PlayAGS","5.650","-0.35%","1762527","5.700","亏损","208868691.5","119526139.85","-13.08%","-19.63%","-18.23%","-16.91%","-30.16%","-28.75%","-16.79%","博彩","5.670","5.700","5.460"
"2986","NWG","NatWest","5.650","-0.35%","10467044","5.630","8.458","29929040851.8","14644690949.35","-2.25%","-4.24%","8.82%","-12.75%","-8.67%","10.11%","-4.18%","银行-综合性","5.670","5.695","5.610"
"2987","BLL","鲍尔包装","87.420","-0.35%","140054213","87.740","32.988","28080371922.72","27824437896.18","-2.02%","-7.23%","2.17%","-3.66%","-2.56%","-1.48%","-8.99%","包装和容器","87.730","88.440","87.000"
"2988","KFY","光辉国际咨询顾问","64.630","-0.35%","21747749","64.830","30.923","3483742488.1","3440242684.93","-1.81%","0.58%","6.31%","-11.47%","-14.75%","0.77%","-14.50%","人员配置和就业服务","64.860","65.935","64.520"
"2989","IWL","iShares Russell Top 200 ETF","106.840","-0.35%","6556847","107.070","-","1036348000","1036348000","-1.42%","-1.29%","6.99%","-5.19%","0.05%","9.65%","-5.98%","-","107.220","107.520","106.630"
"2990","ESPR","Esperion Therapeutics","5.600","-0.36%","5667489","5.590","亏损","351800976.8","287800385.6","12.90%","14.29%","18.14%","40.35%","-36.79%","-79.37%","12.00%","药品制造商-专业和非专利","5.620","5.760","5.370"
"2991","WPS","iShares International Developed Property ETF","34.995","-0.36%","68175","34.850","-","62991180","62991180","-2.18%","-1.20%","3.01%","-4.54%","-6.45%","-3.04%","-5.64%","-","35.120","35.073","34.830"
"2992","VGIT","领航中期国债ETF","61.730","-0.36%","70596030","61.670","-","8006380938.27","8006380938.27","-1.15%","-1.01%","-3.97%","-5.79%","-7.40%","-7.51%","-6.86%","-","61.950","61.820","61.670"
"2993","SPIB","SPDR Portfolio Intermediate Term Corporate Bond ETF","33.600","-0.36%","329843142","33.650","-","5160960000","5160960000","-1.32%","-0.76%","-2.03%","-5.75%","-6.77%","-6.18%","-6.64%","-","33.720","33.665","33.570"
"2994","CXW","美国惩教公司","11.170","-0.36%","5725516","11.190","亏损","1355697918.18","1333237840.68","-2.79%","10.59%","26.21%","4.20%","21.02%","40.68%","12.04%","REIT-专业","11.210","11.375","11.110"
"2995","IOO","iShares安硕标普全球100 ETF","75.300","-0.36%","7619635","75.480","-","3810180000","3810180000","-1.47%","-1.13%","6.95%","-4.03%","2.49%","11.37%","-3.47%","-","75.570","75.785","75.110"
"2996","BANR","邦纳","55.490","-0.36%","12267781","56.080","9.633","1901390375.4","1892363650.63","-4.48%","-8.54%","-7.08%","-13.30%","-1.47%","3.56%","-7.88%","银行-区域","55.690","56.220","55.140"
"2997","PIZ","Invesco DWA Developed Markets Momentum ETF","33.170","-0.36%","448213","33.150","-","179118000","179118000","-1.34%","-0.42%","8.20%","-11.91%","-14.17%","-6.51%","-17.62%","-","33.290","33.268","32.990"
"2998","HBAN","亨廷顿银行","13.800","-0.36%","164222010","13.810","15.333","19938607590.6","19783443357.6","-4.43%","-10.10%","-5.30%","-18.43%","-13.02%","-12.15%","-9.60%","银行-区域","13.850","13.990","13.710"
"2999","RHI","罗致恒富","110.400","-0.36%","112016924","110.970","20.597","12219733075.2","11855158934.4","-2.84%","-5.66%","1.46%","-0.23%","0.73%","35.21%","-0.63%","人员配置和就业服务","110.800","111.720","109.990"
"3000","AWRE","艾卫公司","2.760","-0.36%","38222","2.770","亏损","59732637.6","32699732.04","-7.07%","-12.10%","-8.31%","-10.97%","-28.68%","-21.59%","-12.38%","软件 - 应用","2.770","2.790","2.701"
"3001","MGC","Vanguard Mega Cap Index Fund","157.310","-0.36%","14212132","157.590","-","4278832000","4278832000","-1.35%","-1.17%","7.20%","-5.29%","-0.48%","9.06%","-6.12%","-","157.880","158.410","156.830"
"3002","CHIK","Global X MSCI China Information Technology ETF","19.801","-0.36%","62093","19.840","-","19800600","19800600","-5.44%","-6.45%","-2.80%","-25.34%","-29.29%","-32.58%","-28.13%","-","19.872","19.930","19.800"
"3003","JSTC","ADASINA SOCIAL JUSTICE ALL CAP GLOBAL ETF","16.544","-0.36%","239345","16.560","-","89335980","89335980","-2.45%","-1.53%","4.64%","-8.51%","-6.59%","0.13%","-9.18%","-","16.604","16.650","16.500"
"3004","AME","阿美特克","131.820","-0.36%","112390175","132.490","31.016","30472945401.6","30312913285.2","-1.91%","-1.30%","4.34%","-8.05%","2.53%","1.16%","-10.20%","专业工业机械","132.300","133.660","131.640"
"3005","UEC","Uranium Energy","5.500","-0.36%","103537161","5.550","亏损","1556583468","1527132178","17.52%","12.70%","10.89%","52.35%","57.59%","90.97%","64.18%","铀","5.520","5.889","5.340"
"3006","UNVR","Univar Solutions","30.260","-0.36%","37307336","30.370","11.249","5140431328.82","5064932235.44","-5.76%","-9.40%","-1.27%","8.69%","17.33%","33.42%","6.74%","化学品","30.370","30.760","30.170"
"3007","ECL","艺康集团","182.950","-0.36%","236398680","184.330","46.790","52377860152.1","46295032807","1.43%","3.02%","15.54%","-18.96%","-15.89%","-15.40%","-21.76%","特种化学品","183.620","185.060","182.450"
"3008","GSBC","南方万通金控","57.430","-0.36%","1827042","57.760","10.518","740281544.22","586697586.39","-3.04%","-6.39%","-3.22%","-2.31%","2.32%","4.35%","-2.49%","银行-区域","57.640","58.200","57.420"
"3009","CMF","安硕加利福尼亚地方债ETF","57.380","-0.36%","27901020","57.510","-","1784518000","1784518000","-1.22%","-1.24%","-3.17%","-6.65%","-6.67%","-6.64%","-7.55%","-","57.590","57.510","57.380"
"3010","ZWS","Zurn Water Solutions","35.500","-0.36%","19175481","35.750","36.597","4466682526.5","4364982517","-0.81%","0.00%","8.00%","3.59%","-1.85%","-26.31%","-2.39%","污染和处理控制","35.630","36.220","35.450"
"3011","BOH","夏威夷银行","79.100","-0.37%","19908377","79.680","12.656","3194942575.3","3130841833.7","-4.56%","-8.36%","-5.68%","-12.19%","-4.11%","-9.92%","-4.77%","银行-区域","79.390","79.870","78.475"
"3012","SPFF","Global X优选超级收入ETF","10.890","-0.37%","774120","10.950","-","209088000","209088000","-1.61%","-0.05%","0.51%","-5.54%","-5.66%","-3.52%","-5.66%","-","10.930","10.950","10.880"
"3013","PAVE","Global X US Infrastructure Development ETF","27.190","-0.37%","26384372","27.250","-","4894200000","4894200000","-3.82%","-5.26%","1.15%","-3.92%","1.34%","7.42%","-5.56%","-","27.290","27.520","27.110"
"3014","TAIL","Cambria Tail Risk ETF","16.320","-0.37%","4182706","16.358","-","355776000","355776000","-1.15%","-1.15%","-10.16%","-6.78%","-10.14%","-12.43%","-8.45%","-","16.380","16.382","16.220"
"3015","AEP","美国电力","102.990","-0.37%","225147207","103.580","20.764","51928795424.85","51085843490.79","1.46%","6.35%","7.80%","15.06%","26.36%","22.47%","16.77%","公用事业-受管制的电力","103.370","104.140","102.700"
"3016","INFA","Informatica","19.000","-0.37%","5662504","18.770","亏损","5316119497","633650000","-5.85%","0.85%","11.83%","-40.16%","-34.48%","-34.48%","-48.62%","软件-基础设施","19.070","19.270","18.500"
"3017","PCEF","PowerShares CEF Income综合投资","21.650","-0.37%","1305114","21.730","-","822700000","822700000","-2.30%","0.42%","2.81%","-8.59%","-8.16%","-2.09%","-8.89%","-","21.730","21.794","21.590"
"3018","FTS","Fortis","51.390","-0.37%","17412083","51.600","25.068","24505800095.07","23793570000","2.51%","6.11%","8.60%","9.89%","15.18%","20.99%","7.43%","公用事业-受管制的电力","51.580","51.660","51.330"
"3019","LKFN","莱克兰金融","72.830","-0.37%","12687345","73.480","19.473","1880154809.12","1816087350.57","-0.57%","-4.59%","-8.96%","-11.82%","-2.89%","7.87%","-8.66%","银行-区域","73.100","73.800","72.670"
"3020","HCI","HCI集团","67.370","-0.37%","6311345","67.430","320.809","695557118.58","528432292.21","-3.59%","-7.19%","0.69%","-16.33%","-44.70%","-9.68%","-18.86%","保险-财产和意外伤害","67.620","68.415","67.120"
"3021","FIXD","First Trust TCW Opportunistic Fixed Income ETF","48.520","-0.37%","30592178","48.590","-","4391060000","4391060000","-2.02%","-1.34%","-3.71%","-7.14%","-8.46%","-7.51%","-8.45%","-","48.700","48.650","48.450"
"3022","VTSI","VirTra","5.400","-0.37%","130544","5.410","28.421","58358502","56061817.2","-7.06%","-6.90%","-6.25%","-21.51%","-40.85%","14.16%","-22.86%","航天军工","5.420","5.500","5.300"
"3023","FXY","日元ETF-CurrencyShares","75.340","-0.37%","3401644","75.230","-","173282000","173282000","-1.43%","-1.80%","-5.82%","-8.02%","-8.31%","-12.92%","-7.55%","-","75.620","75.390","75.181"
"3024","LFT","Lument Finance Trust","2.690","-0.37%","170601","2.700","8.966","140485658.88","112284761.43","-1.47%","-4.27%","-14.14%","-21.95%","-29.89%","-21.52%","-28.45%","REIT- 抵押","2.700","2.700","2.665"
"3025","TAC","TransAlta","10.720","-0.37%","1299085","10.790","亏损","2912393327.04","2881635803.2","3.18%","10.06%","9.16%","0.77%","-3.88%","10.32%","-3.22%","公用事业-独立发电商","10.760","10.870","10.695"
"3026","LPI","Laredo Petroleum","83.150","-0.37%","44443158","83.120","8.290","1438687908","1226591715.1","-1.55%","3.09%","13.89%","13.87%","12.52%","127.43%","38.28%","油气E&P","83.460","85.080","82.590"
"3027","SMFR","Sema4 Hleds","2.680","-0.37%","2557589","2.670","亏损","656492213.08","514052118.56","-11.84%","-10.07%","-5.63%","-36.79%","-63.54%","-80.83%","-39.91%","卫生信息服务","2.690","2.720","2.565"
"3028","CUBI","Customers Bancorp","45.300","-0.37%","15578977","46.040","5.084","1492505759.1","1312975743.6","-11.45%","-17.20%","-18.77%","-35.00%","-2.62%","41.74%","-30.70%","银行-区域","45.470","46.220","44.570"
"3029","VRNT","Verint系统","50.490","-0.37%","18521617","50.580","亏损","3267248392.98","2834341478.1","-2.42%","-0.18%","3.55%","-5.93%","9.10%","7.38%","-3.85%","软件-基础设施","50.680","51.080","50.420"
"3030","LQDH","iShares安硕利率套期企业债券ETF","93.030","-0.37%","4512679","92.980","-","1255905000","1255905000","-0.92%","-0.32%","3.04%","-2.38%","-2.64%","-1.89%","-2.43%","-","93.380","93.183","92.980"
"3031","PHO","Power Shares水资源投资组合","53.000","-0.38%","7170576","53.190","-","1807300000","1807300000","-1.35%","0.15%","6.15%","-7.02%","-5.64%","4.43%","-12.83%","-","53.200","53.570","52.880"
"3032","GTES","Gates Industrial","13.250","-0.38%","15133802","13.350","13.250","3754333135.25","1375960228.75","-10.83%","-12.94%","-13.62%","-18.41%","-19.75%","-20.04%","-16.72%","专业工业机械","13.300","13.530","13.155"
"3033","VB","小型股指数ETF-Vanguard MSCI","206.530","-0.38%","83336701","207.220","-","45973578000","45973578000","-3.64%","-3.26%","2.55%","-6.69%","-8.35%","-4.68%","-8.39%","-","207.310","208.717","205.800"
"3034","HAS","孩之宝","84.360","-0.38%","67183204","84.670","27.212","11722646028.48","11058049765.56","-0.11%","-0.61%","-2.44%","-17.24%","-7.57%","-13.20%","-16.48%","休闲","84.680","85.400","83.960"
"3035","HYS","PIMCO 0-5年高收益公司债交易型","94.890","-0.38%","59189771","95.180","-","1518240000","1518240000","-1.12%","-0.18%","0.69%","-2.95%","-2.63%","-0.83%","-3.41%","-","95.250","95.310","94.880"
"3036","WBS","韦伯斯特金融","50.000","-0.38%","113291707","50.570","11.312","8980235250","8880311400","-10.17%","-16.22%","-9.75%","-20.32%","-11.16%","-9.55%","-9.86%","银行-区域","50.190","50.800","49.870"
"3037","ICFI","ICF国际","97.500","-0.38%","8146029","97.700","26.209","1829749057.5","1763615197.5","2.31%","3.72%","9.33%","-4.08%","-0.24%","7.83%","-4.78%","咨询服务","97.870","98.235","96.990"
